Geo_Code,Year,Gender,Age,Population_Estimate,Measure_Type
N92000002,1994,Males,62,6505,Count
N92000002,1994,Males,63,6418,Count
N92000002,1994,Males,64,6312,Count
N92000002,1994,Males,65,6074,Count
N92000002,1994,Males,66,5821,Count
N92000002,1994,Males,67,5956,Count
N92000002,1994,Males,68,5872,Count
N92000002,1994,Males,69,5568,Count
N92000002,1994,Males,70,5364,Count
N92000002,1994,Males,71,5025,Count
N92000002,1994,Males,72,4934,Count
N92000002,1994,Males,73,4828,Count
N92000002,1994,Males,74,4598,Count
N92000002,1994,Males,75,3819,Count
N92000002,1994,Males,76,3204,Count
N92000002,1994,Males,77,3158,Count
N92000002,1994,Males,78,2816,Count
N92000002,1994,Males,79,2799,Count
N92000002,1994,Males,80,2528,Count
N92000002,1994,Males,81,2310,Count
N92000002,1994,Males,82,1969,Count
N92000002,1994,Males,83,1715,Count
N92000002,1994,Males,84,1418,Count
N92000002,1994,Males,85,1238,Count
N92000002,1994,Males,86,915,Count
N92000002,1994,Males,87,803,Count
N92000002,1994,Males,88,679,Count
N92000002,1994,Males,89,470,Count
N92000002,1994,Males,90,1227,Count
N92000002,1995,All Persons,0,23831,Count
N92000002,1995,All Persons,1,24380,Count
N92000002,1995,All Persons,2,24614,Count
N92000002,1995,All Persons,3,25707,Count
N92000002,1995,All Persons,4,26116,Count
N92000002,1995,All Persons,5,26008,Count
N92000002,1995,All Persons,6,26380,Count
N92000002,1995,All Persons,7,26848,Count
N92000002,1995,All Persons,8,27079,Count
N92000002,1995,All Persons,9,26879,Count
N92000002,1995,All Persons,10,26618,Count
N92000002,1995,All Persons,11,26389,Count
N92000002,1995,All Persons,12,26312,Count
N92000002,1995,All Persons,13,25976,Count
N92000002,1995,All Persons,14,26617,Count
N92000002,1995,All Persons,15,26703,Count
N92000002,1995,All Persons,16,25462,Count
N92000002,1995,All Persons,17,24762,Count
N92000002,1995,All Persons,18,22960,Count
N92000002,1995,All Persons,19,23361,Count
N92000002,1995,All Persons,20,23312,Count
N92000002,1995,All Persons,21,24044,Count
N92000002,1995,All Persons,22,25058,Count
N92000002,1995,All Persons,23,24660,Count
N92000002,1995,All Persons,24,25809,Count
N92000002,1995,All Persons,25,25077,Count
N92000002,1995,All Persons,26,25550,Count
N92000002,1995,All Persons,27,25582,Count
N92000002,1995,All Persons,28,25389,Count
N92000002,1995,All Persons,29,25868,Count
N92000002,1995,All Persons,30,26203,Count
N92000002,1995,All Persons,31,25688,Count
N92000002,1995,All Persons,32,25368,Count
N92000002,1995,All Persons,33,24826,Count
N92000002,1995,All Persons,34,24460,Count
N92000002,1995,All Persons,35,24060,Count
N92000002,1995,All Persons,36,23090,Count
N92000002,1995,All Persons,37,22924,Count
N92000002,1995,All Persons,38,22208,Count
N92000002,1995,All Persons,39,21587,Count
N92000002,1995,All Persons,40,20488,Count
N92000002,1995,All Persons,41,20282,Count
N92000002,1995,All Persons,42,20276,Count
N92000002,1995,All Persons,43,19283,Count
N92000002,1995,All Persons,44,19566,Count
N92000002,1995,All Persons,45,19674,Count
N92000002,1995,All Persons,46,19503,Count
N92000002,1995,All Persons,47,19761,Count
N92000002,1995,All Persons,48,20204,Count
N92000002,1995,All Persons,49,18608,Count
N92000002,1995,All Persons,50,18547,Count
N92000002,1995,All Persons,51,18629,Count
N92000002,1995,All Persons,52,18413,Count
N92000002,1995,All Persons,53,16743,Count
N92000002,1995,All Persons,54,15472,Count
N92000002,1995,All Persons,55,15248,Count
N92000002,1995,All Persons,56,15522,Count
N92000002,1995,All Persons,57,15091,Count
N92000002,1995,All Persons,58,15167,Count
N92000002,1995,All Persons,59,14827,Count
N92000002,1995,All Persons,60,13972,Count
N92000002,1995,All Persons,61,13811,Count
N92000002,1995,All Persons,62,13814,Count
N92000002,1995,All Persons,63,13713,Count
N92000002,1995,All Persons,64,13775,Count
N92000002,1995,All Persons,65,13625,Count
N92000002,1995,All Persons,66,13121,Count
N92000002,1995,All Persons,67,12720,Count
N92000002,1995,All Persons,68,12926,Count
N92000002,1995,All Persons,69,12792,Count
N92000002,1995,All Persons,70,12077,Count
N92000002,1995,All Persons,71,11878,Count
N92000002,1995,All Persons,72,11374,Count
N92000002,1995,All Persons,73,11257,Count
N92000002,1995,All Persons,74,11028,Count
N92000002,1995,All Persons,75,10419,Count
N92000002,1995,All Persons,76,8781,Count
N92000002,1995,All Persons,77,7630,Count
N92000002,1995,All Persons,78,7369,Count
N92000002,1995,All Persons,79,6989,Count
N92000002,1995,All Persons,80,6987,Count
N92000002,1995,All Persons,81,6477,Count
N92000002,1995,All Persons,82,5904,Count
N92000002,1995,All Persons,83,5274,Count
N92000002,1995,All Persons,84,4662,Count
N92000002,1995,All Persons,85,3974,Count
N92000002,1995,All Persons,86,3541,Count
N92000002,1995,All Persons,87,2933,Count
N92000002,1995,All Persons,88,2474,Count
N92000002,1995,All Persons,89,2268,Count
N92000002,1995,All Persons,90,6497,Count
N92000002,1995,Females,0,11574,Count
N92000002,1995,Females,1,12027,Count
N92000002,1995,Females,2,12048,Count
N92000002,1995,Females,3,12505,Count
N92000002,1995,Females,4,12746,Count
N92000002,1995,Females,5,12622,Count
N92000002,1995,Females,6,12830,Count
N92000002,1995,Females,7,13063,Count
N92000002,1995,Females,8,13158,Count
N92000002,1995,Females,9,13115,Count
N92000002,1995,Females,10,12939,Count
N92000002,1995,Females,11,12957,Count
N92000002,1995,Females,12,12882,Count
N92000002,1995,Females,13,12858,Count
N92000002,1995,Females,14,13111,Count
N92000002,1995,Females,15,13096,Count
N92000002,1995,Females,16,12702,Count
N92000002,1995,Females,17,12357,Count
N92000002,1995,Females,18,11338,Count
N92000002,1995,Females,19,11444,Count
N92000002,1995,Females,20,11392,Count
N92000002,1995,Females,21,11652,Count
N92000002,1995,Females,22,12159,Count
N92000002,1995,Females,23,12009,Count
N92000002,1995,Females,24,12613,Count
N92000002,1995,Females,25,12402,Count
N92000002,1995,Females,26,12763,Count
N92000002,1995,Females,27,12724,Count
N92000002,1995,Females,28,12714,Count
N92000002,1995,Females,29,12964,Count
N92000002,1995,Females,30,13271,Count
N92000002,1995,Females,31,13015,Count
N92000002,1995,Females,32,12782,Count
N92000002,1995,Females,33,12698,Count
N92000002,1995,Females,34,12443,Count
N92000002,1995,Females,35,12239,Count
N92000002,1995,Females,36,11784,Count
N92000002,1995,Females,37,11642,Count
N92000002,1995,Females,38,11273,Count
N92000002,1995,Females,39,10812,Count
N92000002,1995,Females,40,10146,Count
N92000002,1995,Females,41,10013,Count
N92000002,1995,Females,42,10115,Count
N92000002,1995,Females,43,9624,Count
N92000002,1995,Females,44,9786,Count
N92000002,1995,Females,45,9931,Count
N92000002,1995,Females,46,9836,Count
N92000002,1995,Females,47,10075,Count
N92000002,1995,Females,48,10298,Count
N92000002,1995,Females,49,9329,Count
N92000002,1995,Females,50,9443,Count
N92000002,1995,Females,51,9412,Count
N92000002,1995,Females,52,9375,Count
N92000002,1995,Females,53,8519,Count
N92000002,1995,Females,54,7870,Count
N92000002,1995,Females,55,7794,Count
N92000002,1995,Females,56,8007,Count
N92000002,1995,Females,57,7731,Count
N92000002,1995,Females,58,7818,Count
N92000002,1995,Females,59,7682,Count
N92000002,1995,Females,60,7250,Count
N92000002,1995,Females,61,7198,Count
N92000002,1995,Females,62,7342,Count
N92000002,1995,Females,63,7297,Count
N92000002,1995,Females,64,7449,Count
N92000002,1995,Females,65,7444,Count
N92000002,1995,Females,66,7195,Count
N92000002,1995,Females,67,7033,Count
N92000002,1995,Females,68,7121,Count
N92000002,1995,Females,69,7100,Count
N92000002,1995,Females,70,6690,Count
N92000002,1995,Females,71,6717,Count
N92000002,1995,Females,72,6596,Count
N92000002,1995,Females,73,6566,Count
N92000002,1995,Females,74,6451,Count
N92000002,1995,Females,75,6088,Count
N92000002,1995,Females,76,5195,Count
N92000002,1995,Females,77,4629,Count
N92000002,1995,Females,78,4449,Count
N92000002,1995,Females,79,4397,Count
N92000002,1995,Females,80,4434,Count
N92000002,1995,Females,81,4191,Count
N92000002,1995,Females,82,3844,Count
N92000002,1995,Females,83,3546,Count
N92000002,1995,Females,84,3183,Count
N92000002,1995,Females,85,2773,Count
N92000002,1995,Females,86,2490,Count
N92000002,1995,Females,87,2170,Count
N92000002,1995,Females,88,1800,Count
N92000002,1995,Females,89,1693,Count
N92000002,1995,Females,90,5259,Count
N92000002,1995,Males,0,12257,Count
N92000002,1995,Males,1,12353,Count
N92000002,1995,Males,2,12566,Count
N92000002,1995,Males,3,13202,Count
N92000002,1995,Males,4,13370,Count
N92000002,1995,Males,5,13386,Count
N92000002,1995,Males,6,13550,Count
N92000002,1995,Males,7,13785,Count
N92000002,1995,Males,8,13921,Count
N92000002,1995,Males,9,13764,Count
N92000002,1995,Males,10,13679,Count
N92000002,1995,Males,11,13432,Count
N92000002,1995,Males,12,13430,Count
N92000002,1995,Males,13,13118,Count
N92000002,1995,Males,14,13506,Count
N92000002,1995,Males,15,13607,Count
N92000002,1995,Males,16,12760,Count
N92000002,1995,Males,17,12405,Count
N92000002,1995,Males,18,11622,Count
N92000002,1995,Males,19,11917,Count
N92000002,1995,Males,20,11920,Count
N92000002,1995,Males,21,12392,Count
N92000002,1995,Males,22,12899,Count
N92000002,1995,Males,23,12651,Count
N92000002,1995,Males,24,13196,Count
N92000002,1995,Males,25,12675,Count
N92000002,1995,Males,26,12787,Count
N92000002,1995,Males,27,12858,Count
N92000002,1995,Males,28,12675,Count
N92000002,1995,Males,29,12904,Count
N92000002,1995,Males,30,12932,Count
N92000002,1995,Males,31,12673,Count
N92000002,1995,Males,32,12586,Count
N92000002,1995,Males,33,12128,Count
N92000002,1995,Males,34,12017,Count
N92000002,1995,Males,35,11821,Count
N92000002,1995,Males,36,11306,Count
N92000002,1995,Males,37,11282,Count
N92000002,1995,Males,38,10935,Count
N92000002,1995,Males,39,10775,Count
N92000002,1995,Males,40,10342,Count
N92000002,1995,Males,41,10269,Count
N92000002,1995,Males,42,10161,Count
N92000002,1995,Males,43,9659,Count
N92000002,1995,Males,44,9780,Count
N92000002,1995,Males,45,9743,Count
N92000002,1995,Males,46,9667,Count
N92000002,1995,Males,47,9686,Count
N92000002,1995,Males,48,9906,Count
N92000002,1995,Males,49,9279,Count
N92000002,1995,Males,50,9104,Count
N92000002,1995,Males,51,9217,Count
N92000002,1995,Males,52,9038,Count
N92000002,1995,Males,53,8224,Count
N92000002,1995,Males,54,7602,Count
N92000002,1995,Males,55,7454,Count
N92000002,1995,Males,56,7515,Count
N92000002,1995,Males,57,7360,Count
N92000002,1995,Males,58,7349,Count
N92000002,1995,Males,59,7145,Count
N92000002,1995,Males,60,6722,Count
N92000002,1995,Males,61,6613,Count
N92000002,1995,Males,62,6472,Count
N92000002,1995,Males,63,6416,Count
N92000002,1995,Males,64,6326,Count
N92000002,1995,Males,65,6181,Count
N92000002,1995,Males,66,5926,Count
N92000002,1995,Males,67,5687,Count
N92000002,1995,Males,68,5805,Count
N92000002,1995,Males,69,5692,Count
N92000002,1995,Males,70,5387,Count
N92000002,1995,Males,71,5161,Count
N92000002,1995,Males,72,4778,Count
N92000002,1995,Males,73,4691,Count
N92000002,1995,Males,74,4577,Count
N92000002,1995,Males,75,4331,Count
N92000002,1995,Males,76,3586,Count
N92000002,1995,Males,77,3001,Count
N92000002,1995,Males,78,2920,Count
N92000002,1995,Males,79,2592,Count
N92000002,1995,Males,80,2553,Count
N92000002,1995,Males,81,2286,Count
N92000002,1995,Males,82,2060,Count
N92000002,1995,Males,83,1728,Count
N92000002,1995,Males,84,1479,Count
N92000002,1995,Males,85,1201,Count
N92000002,1995,Males,86,1051,Count
N92000002,1995,Males,87,763,Count
N92000002,1995,Males,88,674,Count
N92000002,1995,Males,89,575,Count
N92000002,1995,Males,90,1238,Count
N92000002,1996,All Persons,0,23668,Count
N92000002,1996,All Persons,1,24031,Count
N92000002,1996,All Persons,2,24559,Count
N92000002,1996,All Persons,3,24745,Count
N92000002,1996,All Persons,4,25869,Count
N92000002,1996,All Persons,5,26200,Count
N92000002,1996,All Persons,6,26100,Count
N92000002,1996,All Persons,7,26482,Count
N92000002,1996,All Persons,8,26911,Count
N92000002,1996,All Persons,9,27160,Count
N92000002,1996,All Persons,10,26985,Count
N92000002,1996,All Persons,11,26790,Count
N92000002,1996,All Persons,12,26471,Count
N92000002,1996,All Persons,13,26473,Count
N92000002,1996,All Persons,14,26080,Count
N92000002,1996,All Persons,15,26603,Count
N92000002,1996,All Persons,16,26616,Count
N92000002,1996,All Persons,17,25360,Count
N92000002,1996,All Persons,18,23315,Count
N92000002,1996,All Persons,19,22210,Count
N92000002,1996,All Persons,20,23172,Count
N92000002,1996,All Persons,21,23073,Count
N92000002,1996,All Persons,22,24104,Count
N92000002,1996,All Persons,23,24802,Count
N92000002,1996,All Persons,24,24755,Count
N92000002,1996,All Persons,25,25581,Count
N92000002,1996,All Persons,26,25357,Count
N92000002,1996,All Persons,27,25827,Count
N92000002,1996,All Persons,28,25746,Count
N92000002,1996,All Persons,29,25718,Count
N92000002,1996,All Persons,30,26041,Count
N92000002,1996,All Persons,31,26399,Count
N92000002,1996,All Persons,32,25978,Count
N92000002,1996,All Persons,33,25599,Count
N92000002,1996,All Persons,34,24988,Count
N92000002,1996,All Persons,35,24587,Count
N92000002,1996,All Persons,36,24188,Count
N92000002,1996,All Persons,37,23191,Count
N92000002,1996,All Persons,38,23053,Count
N92000002,1996,All Persons,39,22281,Count
N92000002,1996,All Persons,40,21639,Count
N92000002,1996,All Persons,41,20595,Count
N92000002,1996,All Persons,42,20348,Count
N92000002,1996,All Persons,43,20322,Count
N92000002,1996,All Persons,44,19324,Count
N92000002,1996,All Persons,45,19578,Count
N92000002,1996,All Persons,46,19693,Count
N92000002,1996,All Persons,47,19559,Count
N92000002,1996,All Persons,48,19777,Count
N92000002,1996,All Persons,49,20223,Count
N92000002,1996,All Persons,50,18626,Count
N92000002,1996,All Persons,51,18541,Count
N92000002,1996,All Persons,52,18603,Count
N92000002,1996,All Persons,53,18407,Count
N92000002,1996,All Persons,54,16699,Count
N92000002,1996,All Persons,55,15456,Count
N92000002,1996,All Persons,56,15211,Count
N92000002,1996,All Persons,57,15488,Count
N92000002,1996,All Persons,58,15045,Count
N92000002,1996,All Persons,59,15120,Count
N92000002,1996,All Persons,60,14748,Count
N92000002,1996,All Persons,61,13908,Count
N92000002,1996,All Persons,62,13674,Count
N92000002,1996,All Persons,63,13702,Count
N92000002,1996,All Persons,64,13590,Count
N92000002,1996,All Persons,65,13596,Count
N92000002,1996,All Persons,66,13410,Count
N92000002,1996,All Persons,67,12918,Count
N92000002,1996,All Persons,68,12469,Count
N92000002,1996,All Persons,69,12648,Count
N92000002,1996,All Persons,70,12469,Count
N92000002,1996,All Persons,71,11725,Count
N92000002,1996,All Persons,72,11535,Count
N92000002,1996,All Persons,73,10973,Count
N92000002,1996,All Persons,74,10818,Count
N92000002,1996,All Persons,75,10539,Count
N92000002,1996,All Persons,76,9962,Count
N92000002,1996,All Persons,77,8300,Count
N92000002,1996,All Persons,78,7188,Count
N92000002,1996,All Persons,79,6926,Count
N92000002,1996,All Persons,80,6500,Count
N92000002,1996,All Persons,81,6446,Count
N92000002,1996,All Persons,82,5962,Count
N92000002,1996,All Persons,83,5373,Count
N92000002,1996,All Persons,84,4743,Count
N92000002,1996,All Persons,85,4146,Count
N92000002,1996,All Persons,86,3541,Count
N92000002,1996,All Persons,87,3095,Count
N92000002,1996,All Persons,88,2559,Count
N92000002,1996,All Persons,89,2109,Count
N92000002,1996,All Persons,90,6857,Count
N92000002,1996,Females,0,11372,Count
N92000002,1996,Females,1,11690,Count
N92000002,1996,Females,2,12122,Count
N92000002,1996,Females,3,12137,Count
N92000002,1996,Females,4,12613,Count
N92000002,1996,Females,5,12803,Count
N92000002,1996,Females,6,12681,Count
N92000002,1996,Females,7,12890,Count
N92000002,1996,Females,8,13122,Count
N92000002,1996,Females,9,13221,Count
N92000002,1996,Females,10,13169,Count
N92000002,1996,Females,11,13016,Count
N92000002,1996,Females,12,13010,Count
N92000002,1996,Females,13,12951,Count
N92000002,1996,Females,14,12969,Count
N92000002,1996,Females,15,13140,Count
N92000002,1996,Females,16,13085,Count
N92000002,1996,Females,17,12658,Count
N92000002,1996,Females,18,11686,Count
N92000002,1996,Females,19,11081,Count
N92000002,1996,Females,20,11355,Count
N92000002,1996,Females,21,11335,Count
N92000002,1996,Females,22,11763,Count
N92000002,1996,Females,23,12105,Count
N92000002,1996,Females,24,12156,Count
N92000002,1996,Females,25,12573,Count
N92000002,1996,Females,26,12544,Count
N92000002,1996,Females,27,12882,Count
N92000002,1996,Females,28,12831,Count
N92000002,1996,Females,29,12885,Count
N92000002,1996,Females,30,13073,Count
N92000002,1996,Females,31,13384,Count
N92000002,1996,Females,32,13158,Count
N92000002,1996,Females,33,12887,Count
N92000002,1996,Females,34,12809,Count
N92000002,1996,Females,35,12517,Count
N92000002,1996,Females,36,12269,Count
N92000002,1996,Females,37,11826,Count
N92000002,1996,Females,38,11726,Count
N92000002,1996,Females,39,11304,Count
N92000002,1996,Females,40,10836,Count
N92000002,1996,Females,41,10191,Count
N92000002,1996,Females,42,10025,Count
N92000002,1996,Females,43,10142,Count
N92000002,1996,Females,44,9644,Count
N92000002,1996,Females,45,9785,Count
N92000002,1996,Females,46,9938,Count
N92000002,1996,Females,47,9887,Count
N92000002,1996,Females,48,10089,Count
N92000002,1996,Females,49,10311,Count
N92000002,1996,Females,50,9351,Count
N92000002,1996,Females,51,9439,Count
N92000002,1996,Females,52,9389,Count
N92000002,1996,Females,53,9381,Count
N92000002,1996,Females,54,8494,Count
N92000002,1996,Females,55,7866,Count
N92000002,1996,Females,56,7795,Count
N92000002,1996,Females,57,7994,Count
N92000002,1996,Females,58,7725,Count
N92000002,1996,Females,59,7805,Count
N92000002,1996,Females,60,7674,Count
N92000002,1996,Females,61,7220,Count
N92000002,1996,Females,62,7151,Count
N92000002,1996,Females,63,7319,Count
N92000002,1996,Females,64,7235,Count
N92000002,1996,Females,65,7363,Count
N92000002,1996,Females,66,7364,Count
N92000002,1996,Females,67,7102,Count
N92000002,1996,Females,68,6919,Count
N92000002,1996,Females,69,7030,Count
N92000002,1996,Females,70,6970,Count
N92000002,1996,Females,71,6544,Count
N92000002,1996,Females,72,6560,Count
N92000002,1996,Females,73,6427,Count
N92000002,1996,Females,74,6359,Count
N92000002,1996,Females,75,6212,Count
N92000002,1996,Females,76,5885,Count
N92000002,1996,Females,77,4963,Count
N92000002,1996,Females,78,4394,Count
N92000002,1996,Females,79,4269,Count
N92000002,1996,Females,80,4135,Count
N92000002,1996,Females,81,4150,Count
N92000002,1996,Females,82,3922,Count
N92000002,1996,Females,83,3544,Count
N92000002,1996,Females,84,3245,Count
N92000002,1996,Females,85,2877,Count
N92000002,1996,Females,86,2491,Count
N92000002,1996,Females,87,2217,Count
N92000002,1996,Females,88,1911,Count
N92000002,1996,Females,89,1556,Count
N92000002,1996,Females,90,5511,Count
N92000002,1996,Males,0,12296,Count
N92000002,1996,Males,1,12341,Count
N92000002,1996,Males,2,12437,Count
N92000002,1996,Males,3,12608,Count
N92000002,1996,Males,4,13256,Count
N92000002,1996,Males,5,13397,Count
N92000002,1996,Males,6,13419,Count
N92000002,1996,Males,7,13592,Count
N92000002,1996,Males,8,13789,Count
N92000002,1996,Males,9,13939,Count
N92000002,1996,Males,10,13816,Count
N92000002,1996,Males,11,13774,Count
N92000002,1996,Males,12,13461,Count
N92000002,1996,Males,13,13522,Count
N92000002,1996,Males,14,13111,Count
N92000002,1996,Males,15,13463,Count
N92000002,1996,Males,16,13531,Count
N92000002,1996,Males,17,12702,Count
N92000002,1996,Males,18,11629,Count
N92000002,1996,Males,19,11129,Count
N92000002,1996,Males,20,11817,Count
N92000002,1996,Males,21,11738,Count
N92000002,1996,Males,22,12341,Count
N92000002,1996,Males,23,12697,Count
N92000002,1996,Males,24,12599,Count
N92000002,1996,Males,25,13008,Count
N92000002,1996,Males,26,12813,Count
N92000002,1996,Males,27,12945,Count
N92000002,1996,Males,28,12915,Count
N92000002,1996,Males,29,12833,Count
N92000002,1996,Males,30,12968,Count
N92000002,1996,Males,31,13015,Count
N92000002,1996,Males,32,12820,Count
N92000002,1996,Males,33,12712,Count
N92000002,1996,Males,34,12179,Count
N92000002,1996,Males,35,12070,Count
N92000002,1996,Males,36,11919,Count
N92000002,1996,Males,37,11365,Count
N92000002,1996,Males,38,11327,Count
N92000002,1996,Males,39,10977,Count
N92000002,1996,Males,40,10803,Count
N92000002,1996,Males,41,10404,Count
N92000002,1996,Males,42,10323,Count
N92000002,1996,Males,43,10180,Count
N92000002,1996,Males,44,9680,Count
N92000002,1996,Males,45,9793,Count
N92000002,1996,Males,46,9755,Count
N92000002,1996,Males,47,9672,Count
N92000002,1996,Males,48,9688,Count
N92000002,1996,Males,49,9912,Count
N92000002,1996,Males,50,9275,Count
N92000002,1996,Males,51,9102,Count
N92000002,1996,Males,52,9214,Count
N92000002,1996,Males,53,9026,Count
N92000002,1996,Males,54,8205,Count
N92000002,1996,Males,55,7590,Count
N92000002,1996,Males,56,7416,Count
N92000002,1996,Males,57,7494,Count
N92000002,1996,Males,58,7320,Count
N92000002,1996,Males,59,7315,Count
N92000002,1996,Males,60,7074,Count
N92000002,1996,Males,61,6688,Count
N92000002,1996,Males,62,6523,Count
N92000002,1996,Males,63,6383,Count
N92000002,1996,Males,64,6355,Count
N92000002,1996,Males,65,6233,Count
N92000002,1996,Males,66,6046,Count
N92000002,1996,Males,67,5816,Count
N92000002,1996,Males,68,5550,Count
N92000002,1996,Males,69,5618,Count
N92000002,1996,Males,70,5499,Count
N92000002,1996,Males,71,5181,Count
N92000002,1996,Males,72,4975,Count
N92000002,1996,Males,73,4546,Count
N92000002,1996,Males,74,4459,Count
N92000002,1996,Males,75,4327,Count
N92000002,1996,Males,76,4077,Count
N92000002,1996,Males,77,3337,Count
N92000002,1996,Males,78,2794,Count
N92000002,1996,Males,79,2657,Count
N92000002,1996,Males,80,2365,Count
N92000002,1996,Males,81,2296,Count
N92000002,1996,Males,82,2040,Count
N92000002,1996,Males,83,1829,Count
N92000002,1996,Males,84,1498,Count
N92000002,1996,Males,85,1269,Count
N92000002,1996,Males,86,1050,Count
N92000002,1996,Males,87,878,Count
N92000002,1996,Males,88,648,Count
N92000002,1996,Males,89,553,Count
N92000002,1996,Males,90,1346,Count
N92000002,1997,All Persons,0,24428,Count
N92000002,1997,All Persons,1,23731,Count
N92000002,1997,All Persons,2,24101,Count
N92000002,1997,All Persons,3,24550,Count
N92000002,1997,All Persons,4,24803,Count
N92000002,1997,All Persons,5,25838,Count
N92000002,1997,All Persons,6,26215,Count
N92000002,1997,All Persons,7,26109,Count
N92000002,1997,All Persons,8,26475,Count
N92000002,1997,All Persons,9,26897,Count
N92000002,1997,All Persons,10,27150,Count
N92000002,1997,All Persons,11,27038,Count
N92000002,1997,All Persons,12,26901,Count
N92000002,1997,All Persons,13,26493,Count
N92000002,1997,All Persons,14,26578,Count
N92000002,1997,All Persons,15,26141,Count
N92000002,1997,All Persons,16,26512,Count
N92000002,1997,All Persons,17,26493,Count
N92000002,1997,All Persons,18,23771,Count
N92000002,1997,All Persons,19,22542,Count
N92000002,1997,All Persons,20,21919,Count
N92000002,1997,All Persons,21,22936,Count
N92000002,1997,All Persons,22,23003,Count
N92000002,1997,All Persons,23,23825,Count
N92000002,1997,All Persons,24,24792,Count
N92000002,1997,All Persons,25,24489,Count
N92000002,1997,All Persons,26,25675,Count
N92000002,1997,All Persons,27,25540,Count
N92000002,1997,All Persons,28,25865,Count
N92000002,1997,All Persons,29,25894,Count
N92000002,1997,All Persons,30,25830,Count
N92000002,1997,All Persons,31,26016,Count
N92000002,1997,All Persons,32,26555,Count
N92000002,1997,All Persons,33,26121,Count
N92000002,1997,All Persons,34,25586,Count
N92000002,1997,All Persons,35,25106,Count
N92000002,1997,All Persons,36,24860,Count
N92000002,1997,All Persons,37,24308,Count
N92000002,1997,All Persons,38,23312,Count
N92000002,1997,All Persons,39,23195,Count
N92000002,1997,All Persons,40,22247,Count
N92000002,1997,All Persons,41,21697,Count
N92000002,1997,All Persons,42,20628,Count
N92000002,1997,All Persons,43,20384,Count
N92000002,1997,All Persons,44,20333,Count
N92000002,1997,All Persons,45,19376,Count
N92000002,1997,All Persons,46,19589,Count
N92000002,1997,All Persons,47,19713,Count
N92000002,1997,All Persons,48,19591,Count
N92000002,1997,All Persons,49,19794,Count
N92000002,1997,All Persons,50,20183,Count
N92000002,1997,All Persons,51,18594,Count
N92000002,1997,All Persons,52,18493,Count
N92000002,1997,All Persons,53,18562,Count
N92000002,1997,All Persons,54,18379,Count
N92000002,1997,All Persons,55,16678,Count
N92000002,1997,All Persons,56,15388,Count
N92000002,1997,All Persons,57,15145,Count
N92000002,1997,All Persons,58,15416,Count
N92000002,1997,All Persons,59,14944,Count
N92000002,1997,All Persons,60,15051,Count
N92000002,1997,All Persons,61,14627,Count
N92000002,1997,All Persons,62,13828,Count
N92000002,1997,All Persons,63,13555,Count
N92000002,1997,All Persons,64,13524,Count
N92000002,1997,All Persons,65,13394,Count
N92000002,1997,All Persons,66,13406,Count
N92000002,1997,All Persons,67,13157,Count
N92000002,1997,All Persons,68,12638,Count
N92000002,1997,All Persons,69,12196,Count
N92000002,1997,All Persons,70,12361,Count
N92000002,1997,All Persons,71,12069,Count
N92000002,1997,All Persons,72,11362,Count
N92000002,1997,All Persons,73,11149,Count
N92000002,1997,All Persons,74,10528,Count
N92000002,1997,All Persons,75,10345,Count
N92000002,1997,All Persons,76,10048,Count
N92000002,1997,All Persons,77,9419,Count
N92000002,1997,All Persons,78,7838,Count
N92000002,1997,All Persons,79,6716,Count
N92000002,1997,All Persons,80,6458,Count
N92000002,1997,All Persons,81,6001,Count
N92000002,1997,All Persons,82,5917,Count
N92000002,1997,All Persons,83,5376,Count
N92000002,1997,All Persons,84,4824,Count
N92000002,1997,All Persons,85,4194,Count
N92000002,1997,All Persons,86,3626,Count
N92000002,1997,All Persons,87,3030,Count
N92000002,1997,All Persons,88,2666,Count
N92000002,1997,All Persons,89,2182,Count
N92000002,1997,All Persons,90,7049,Count
N92000002,1997,Females,0,11978,Count
N92000002,1997,Females,1,11426,Count
N92000002,1997,Females,2,11678,Count
N92000002,1997,Females,3,12097,Count
N92000002,1997,Females,4,12175,Count
N92000002,1997,Females,5,12595,Count
N92000002,1997,Females,6,12794,Count
N92000002,1997,Females,7,12699,Count
N92000002,1997,Females,8,12889,Count
N92000002,1997,Females,9,13111,Count
N92000002,1997,Females,10,13199,Count
N92000002,1997,Females,11,13194,Count
N92000002,1997,Females,12,13093,Count
N92000002,1997,Females,13,13043,Count
N92000002,1997,Females,14,13006,Count
N92000002,1997,Females,15,13023,Count
N92000002,1997,Females,16,13112,Count
N92000002,1997,Females,17,13014,Count
N92000002,1997,Females,18,11826,Count
N92000002,1997,Females,19,11228,Count
N92000002,1997,Females,20,10794,Count
N92000002,1997,Females,21,11239,Count
N92000002,1997,Females,22,11318,Count
N92000002,1997,Females,23,11630,Count
N92000002,1997,Females,24,12139,Count
N92000002,1997,Females,25,12042,Count
N92000002,1997,Females,26,12669,Count
N92000002,1997,Females,27,12649,Count
N92000002,1997,Females,28,12953,Count
N92000002,1997,Females,29,12954,Count
N92000002,1997,Females,30,12985,Count
N92000002,1997,Females,31,13088,Count
N92000002,1997,Females,32,13493,Count
N92000002,1997,Females,33,13216,Count
N92000002,1997,Females,34,12931,Count
N92000002,1997,Females,35,12904,Count
N92000002,1997,Females,36,12662,Count
N92000002,1997,Females,37,12334,Count
N92000002,1997,Females,38,11908,Count
N92000002,1997,Females,39,11800,Count
